CrashID,CrashAlcoh,CrashDay,CrashGrp,CrashHour,CrashLoc,CrashMonth,CrashSevr,CrashType,CrashYear,City,County,HitRun
102637256,No,Saturday,Motorist Overtaking Bicyclist,20,Non-Intersection,July,C: Possible Injury,Motorist Overtaking - Undetected Bicyclist,2009,None - Rural Crash,New Hanover,No
102637882,No,Sunday,Parallel Paths - Other Circumstances,15,Intersection,April,C: Possible Injury,Parallel Paths - Other / Unknown,2009,Raleigh,Wake,No
102637947,No,Wednesday,Motorist Failed to Yield - Midblock,13,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2009,Raleigh,Wake,No
102638239,No,Friday,Motorist Overtaking Bicyclist,20,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2009,None - Rural Crash,Harnett,No
102638308,No,Saturday,Motorist Overtaking Bicyclist,23,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2009,Gastonia,Gaston,Yes
102638422,Yes,Friday,Crossing Paths - Other Circumstances,22,Intersection,June,B: Suspected Minor Injury,Crossing Paths - Intersection - Other / Unknown,2009,Raleigh,Wake,No
102638822,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,9,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Duck,Dare,No
102639004,Yes,Saturday,Bicyclist Failed to Yield - Midblock,0,Non-Intersection,July,B: Suspected Minor Injury,Bicyclist Ride Out - Other Midblock,2009,Fayetteville,Cumberland,No
102639270,No,Friday,Motorist Failed to Yield - Midblock,10,Non-Intersection,October,O: No Injury,Motorist Drive Out - Other Midblock,2008,Rocky Mount,Nash,Yes
102639841,No,Tuesday,Motorist Overtaking Bicyclist,16,Non-Intersection,June,B: Suspected Minor Injury,Motorist Overtaking - Undetected Bicyclist,2009,Asheville,Buncombe,No
102640558,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,10,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,None - Rural Crash,Guilford,No
102640843,No,Wednesday,Motorist Overtaking Bicyclist,14,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Bicyclist Swerved,2009,None - Rural Crash,Pitt,No
102641036,No,Thursday,Other / Unusual Circumstances,22,Non-Intersection,July,B: Suspected Minor Injury,Motorist Intentionally Caused,2009,Winston-Salem,Forsyth,Yes
102641060,Yes,Friday,Motorist Left Turn / Merge,0,Intersection,July,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2009,Winston-Salem,Forsyth,No
102641112,No,Friday,Motorist Left Turn / Merge,18,Intersection,May,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2009,Charlotte,Mecklenburg,No
102641177,No,Friday,Non-Roadway,11,Non-Roadway,July,B: Suspected Minor Injury,Non-Roadway,2009,Beaufort,Carteret,No
102641463,No,Wednesday,Loss of Control / Turning Error,19,Non-Intersection,July,A: Suspected Serious Injury,Bicyclist Lost Control - Other / Unknown,2009,Fayetteville,Cumberland,Yes
102641994,Yes,Friday,Motorist Overtaking Bicyclist,22,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Bicyclist Swerved,2009,None - Rural Crash,Hyde,No
102642078,No,Sunday,Bicyclist Overtaking Motorist,11,Non-Intersection,May,C: Possible Injury,Bicyclist Overtaking - Extended Door,2009,Wrightsville Beach,New Hanover,No
102642211,No,Saturday,Bicyclist Failed to Yield - Sign-Controlled Intersection,14,Intersection,July,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2009,Gastonia,Gaston,No
102642240,No,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,19,Intersection,July,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Charlotte,Mecklenburg,No
102642468,No,Wednesday,Loss of Control / Turning Error,14,Intersection,July,C: Possible Injury,Bicyclist Turning Error - Other,2009,Rocky Mount,Nash,No
102642565,No,Tuesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,15,Intersection,July,B: Suspected Minor Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2009,Knightdale,Wake,No
102642630,No,Monday,Non-Roadway,8,Non-Roadway,July,O: No Injury,Non-Roadway,2009,Durham,Durham,No
102643069,No,Tuesday,Bicyclist Left Turn / Merge,17,Non-Intersection,July,B: Suspected Minor Injury,Bicyclist Left Turn - Same Direction,2009,None - Rural Crash,Iredell,No
102643258,No,Sunday,Motorist Overtaking Bicyclist,7,Non-Intersection,July,K: Killed,Motorist Overtaking - Other / Unknown,2009,Winston-Salem,Forsyth,No
102644021,No,Monday,Crossing Paths - Other Circumstances,17,Non-Intersection,July,B: Suspected Minor Injury,Crossing Paths - Midblock - Other / Unknown,2009,Jacksonville,Onslow,No
102644068,No,Sunday,Motorist Left Turn / Merge,12,Intersection,July,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2009,Apex,Wake,No
102644859,No,Wednesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,18,Intersection,July,B: Suspected Minor Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2009,Hickory,Catawba,No
102644864,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,18,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Charlotte,Mecklenburg,Yes
102644930,No,Monday,Motorist Overtaking Bicyclist,18,Non-Intersection,July,O: No Injury,Motorist Overtaking - Other / Unknown,2009,Rocky Mount,Nash,Yes
102645458,No,Sunday,Motorist Overtaking Bicyclist,3,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Bicyclist Swerved,2009,None - Rural Crash,Cumberland,No
102645813,No,Sunday,Loss of Control / Turning Error,14,Non-Intersection,July,B: Suspected Minor Injury,Bicyclist Lost Control - Other / Unknown,2009,None - Rural Crash,Durham,No
102645832,No,Sunday,Bicyclist Failed to Yield - Midblock,14,Non-Intersection,July,B: Suspected Minor Injury,Bicyclist Ride Out - Other Midblock,2009,Kill Devil Hills,Dare,No
102645935,Yes,Friday,Motorist Right Turn / Merge,20,Intersection,July,C: Possible Injury,Motorist Right Turn - Opposite Direction,2009,Charlotte,Mecklenburg,No
102645961,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,22,Intersection,July,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Albemarle,Stanly,No
102645993,No,Saturday,Motorist Failed to Yield - Sign-Controlled Intersection,12,Intersection,July,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Chapel Hill,Orange,No
102646464,No,Monday,Motorist Right Turn / Merge,14,Intersection,August,C: Possible Injury,Motorist Right Turn - Same Direction,2009,Cary,Wake,No
102647068,No,Sunday,Motorist Overtaking Bicyclist,8,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2009,Huntersville,Mecklenburg,No
102647149,No,Monday,Crossing Paths - Other Circumstances,10,Intersection,July,C: Possible Injury,Crossing Paths - Intersection - Other / Unknown,2009,Winston-Salem,Forsyth,No
102647233,No,Tuesday,Motorist Overtaking Bicyclist,16,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2009,Charlotte,Mecklenburg,Yes
102647412,No,Monday,Bicyclist Failed to Yield - Midblock,19,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Out - Residential Driveway,2009,None - Rural Crash,Rockingham,No
102647429,No,Monday,Loss of Control / Turning Error,22,Non-Intersection,August,A: Suspected Serious Injury,Bicyclist Lost Control - Other / Unknown,2009,None - Rural Crash,Carteret,Yes
102647526,No,Monday,Motorist Overtaking Bicyclist,8,Non-Intersection,July,O: No Injury,Motorist Overtaking - Misjudged Space,2009,Whiteville,Columbus,Yes
102647726,No,Monday,Motorist Right Turn / Merge,20,Intersection,July,B: Suspected Minor Injury,Motorist Right Turn - Opposite Direction,2009,Apex,Wake,No
102648283,No,Sunday,Crossing Paths - Other Circumstances,15,Intersection,July,O: No Injury,Crossing Paths - Intersection - Other / Unknown,2009,Duck,Dare,No
102648444,No,Friday,Bicyclist Failed to Yield - Midblock,20,Non-Intersection,June,O: No Injury,Bicyclist Ride Out - Residential Driveway,2009,Raleigh,Wake,No
102648623,No,Friday,Motorist Right Turn / Merge,17,Intersection,July,B: Suspected Minor Injury,Motorist Right Turn - Opposite Direction,2009,Raleigh,Wake,No
102648653,No,Friday,Motorist Failed to Yield - Midblock,16,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Other Midblock,2009,None - Rural Crash,New Hanover,No
102648704,No,Friday,Bicyclist Failed to Yield - Signalized Intersection,4,Intersection,July,B: Suspected Minor Injury,Bicyclist Failed to Clear - Unknown,2009,Elizabeth City,Pasquotank,No
102648762,Yes,Thursday,Motorist Failed to Yield - Signalized Intersection,17,Intersection,June,O: No Injury,Motorist Drive Out - Signalized Intersection,2009,Raleigh,Wake,No
102648763,No,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,17,Intersection,July,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Raleigh,Wake,No
102649410,Yes,Friday,Crossing Paths - Other Circumstances,21,Intersection,July,B: Suspected Minor Injury,Crossing Paths - Intersection - Other / Unknown,2009,Charlotte,Mecklenburg,No
102649465,No,Thursday,Non-Roadway,11,Non-Roadway,July,C: Possible Injury,Non-Roadway,2009,Charlotte,Mecklenburg,No
102649506,No,Saturday,Motorist Overtaking Bicyclist,10,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Undetected Bicyclist,2009,Charlotte,Mecklenburg,No
102650199,No,Tuesday,Loss of Control / Turning Error,8,Non-Intersection,August,B: Suspected Minor Injury,Motorist Lost Control - Other / Unknown,2009,None - Rural Crash,Wake,Yes
102650272,Yes,Saturday,Motorist Left Turn / Merge,23,Intersection,August,A: Suspected Serious Injury,Motorist Left Turn - Opposite Direction,2009,Durham,Durham,Yes
102650807,No,Saturday,Bicyclist Left Turn / Merge,11,Intersection,July,K: Killed,Bicyclist Left Turn - Opposite Direction,2009,Apex,Wake,No
102651069,No,Monday,Motorist Overtaking Bicyclist,14,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Bicyclist Swerved,2009,None - Rural Crash,Sampson,No
102651314,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,7,Intersection,August,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Charlotte,Mecklenburg,No
102651407,No,Saturday,Motorist Failed to Yield - Midblock,14,Non-Intersection,June,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2009,Wilmington,New Hanover,No
102651490,No,Monday,Motorist Failed to Yield - Midblock,8,Non-Intersection,July,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2009,Kinston,Lenoir,No
102651495,No,Thursday,Motorist Right Turn / Merge,14,Non-Intersection,July,B: Suspected Minor Injury,Motorist Right Turn - Same Direction,2009,None - Rural Crash,Halifax,No
102651510,No,Sunday,Motorist Overtaking Bicyclist,20,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Undetected Bicyclist,2009,None - Rural Crash,Hertford,No
102651746,No,Monday,Loss of Control / Turning Error,22,Intersection,August,C: Possible Injury,Motorist Turning Error - Left Turn,2009,None - Rural Crash,New Hanover,No
102651755,No,Wednesday,Bicyclist Left Turn / Merge,10,Non-Intersection,July,A: Suspected Serious Injury,Bicyclist Left Turn - Same Direction,2009,None - Rural Crash,Northampton,No
102651767,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,16,Intersection,July,C: Possible Injury,Motorist Drive Through - Sign-Controlled Intersection,2009,Wilmington,New Hanover,No
102651803,No,Saturday,Motorist Overtaking Bicyclist,18,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2009,None - Rural Crash,Wilkes,Yes
102652038,No,Monday,Bicyclist Failed to Yield - Signalized Intersection,21,Intersection,August,O: No Injury,Bicyclist Failed to Clear - Unknown,2009,Durham,Durham,No
102652122,No,Friday,Bicyclist Failed to Yield - Midblock,10,Non-Intersection,August,O: No Injury,Bicyclist Ride Out - Other Midblock,2009,Durham,Durham,No
102652879,No,Monday,Crossing Paths - Other Circumstances,18,Intersection,August,B: Suspected Minor Injury,Sign-Controlled Intersection - Other / Unknown,2009,Greensboro,Guilford,Yes
102653059,No,Thursday,Motorist Right Turn / Merge,9,Non-Intersection,August,B: Suspected Minor Injury,Motorist Right Turn - Same Direction,2009,Wrightsville Beach,New Hanover,No
102653188,No,Thursday,Motorist Overtaking Bicyclist,18,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2009,None - Rural Crash,Wake,No
102653889,No,Sunday,Motorist Overtaking Bicyclist,18,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Misjudged Space,2009,None - Rural Crash,Gaston,No
102654012,Yes,Sunday,Motorist Overtaking Bicyclist,18,Intersection-Related,July,A: Suspected Serious Injury,Motorist Overtaking - Other / Unknown,2009,Wilmington,New Hanover,No
102654816,No,Saturday,Motorist Overtaking Bicyclist,10,Non-Intersection,August,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2009,None - Rural Crash,Burke,No
102655223,No,Tuesday,Non-Roadway,18,Non-Roadway,August,B: Suspected Minor Injury,Non-Roadway,2009,Asheville,Buncombe,No
102655253,No,Wednesday,Motorist Overtaking Bicyclist,14,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2009,None - Rural Crash,Durham,Yes
102655257,No,Tuesday,Crossing Paths - Other Circumstances,0,Intersection,August,C: Possible Injury,Sign-Controlled Intersection - Other / Unknown,2009,Winston-Salem,Forsyth,No
102655756,No,Thursday,Crossing Paths - Other Circumstances,15,Intersection,July,A: Suspected Serious Injury,Sign-Controlled Intersection - Other / Unknown,2009,None - Rural Crash,Currituck,No
102655957,No,Wednesday,Motorist Left Turn / Merge,19,Intersection,August,C: Possible Injury,Motorist Left Turn - Same Direction,2009,Winton,Hertford,Yes
102656382,No,Saturday,Non-Roadway,10,Non-Roadway,August,B: Suspected Minor Injury,Non-Roadway,2009,Goldsboro,Wayne,No
102656497,No,Friday,Loss of Control / Turning Error,13,Non-Intersection,July,C: Possible Injury,Bicyclist Lost Control - Other / Unknown,2009,Havelock,Craven,No
102656514,No,Friday,Crossing Paths - Other Circumstances,17,Intersection,June,C: Possible Injury,Crossing Paths - Intersection - Other / Unknown,2009,Asheville,Buncombe,No
102657464,No,Wednesday,Motorist Right Turn / Merge,23,Intersection,July,C: Possible Injury,Motorist Right Turn - Opposite Direction,2009,Raleigh,Wake,Yes
102657663,No,Wednesday,Bicyclist Failed to Yield - Midblock,18,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Out - Residential Driveway,2009,Raleigh,Wake,No
102657874,No,Friday,Parallel Paths - Other Circumstances,19,Intersection,August,C: Possible Injury,Parallel Paths - Other / Unknown,2009,Lewisville,Forsyth,No
102658471,No,Thursday,Motorist Overtaking Bicyclist,10,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Misjudged Space,2009,None - Rural Crash,Burke,No
102658665,No,Saturday,Motorist Overtaking Bicyclist,11,Non-Intersection,August,B: Suspected Minor Injury,Motorist Overtaking - Misjudged Space,2009,None - Rural Crash,Pender,No
102658890,No,Tuesday,Motorist Right Turn / Merge,0,Non-Intersection,July,O: No Injury,Motorist Right Turn - Opposite Direction,2009,Raleigh,Wake,No
102659603,No,Friday,Loss of Control / Turning Error,17,Intersection,August,C: Possible Injury,Bicyclist Lost Control - Mechanical Problems,2009,Concord,Cabarrus,No
102659791,No,Tuesday,Crossing Paths - Other Circumstances,0,Intersection,August,C: Possible Injury,Sign-Controlled Intersection - Other / Unknown,2009,Shelby,Cleveland,No
102660486,No,Thursday,Motorist Overtaking Bicyclist,21,Non-Intersection,July,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,2009,Asheboro,Randolph,Yes
102660682,Yes,Thursday,Motorist Failed to Yield - Signalized Intersection,16,Intersection,August,B: Suspected Minor Injury,Motorist Drive Through - Signalized Intersection,2009,Chapel Hill,Orange,No
102661085,No,Sunday,Other / Unknown - Insufficient Details,22,Intersection,August,C: Possible Injury,Unknown Approach Paths,2009,None - Rural Crash,New Hanover,No
102661113,No,Friday,Bicyclist Failed to Yield - Sign-Controlled Intersection,17,Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2009,Cherokee,Swain,No
102661186,No,Saturday,Motorist Left Turn / Merge,15,Intersection,August,C: Possible Injury,Motorist Left Turn - Same Direction,2009,Raleigh,Wake,No
102661253,No,Tuesday,Crossing Paths - Other Circumstances,18,Intersection,August,B: Suspected Minor Injury,Crossing Paths - Intersection - Other / Unknown,2009,None - Rural Crash,Wake,No
102661423,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,16,Intersection,August,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Raleigh,Wake,No
102661780,No,Monday,Bicyclist Left Turn / Merge,22,Non-Intersection,July,B: Suspected Minor Injury,Bicyclist Left Turn - Same Direction,2009,Winston-Salem,Forsyth,No
102662076,No,Friday,Motorist Right Turn / Merge,19,Intersection-Related,May,C: Possible Injury,Motorist Right Turn - Same Direction,2009,None - Rural Crash,Wake,No
102662628,No,Friday,Motorist Overtaking Bicyclist,15,Non-Intersection,July,C: Possible Injury,Motorist Overtaking - Bicyclist Swerved,2009,None - Rural Crash,Pitt,No
102662846,No,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,9,Intersection,August,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Lexington,Davidson,No
102663053,No,Saturday,Motorist Right Turn / Merge,19,Non-Intersection,August,C: Possible Injury,Motorist Right Turn - Same Direction,2009,Concord,Cabarrus,No
102663100,No,Wednesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,12,Intersection,July,K: Killed,Bicyclist Ride Through - Sign-Controlled Intersection,2009,Charlotte,Mecklenburg,No
102663494,No,Wednesday,Bicyclist Failed to Yield - Midblock,12,Non-Intersection,August,C: Possible Injury,Bicyclist Ride Out - Other Midblock,2009,Elizabeth City,Pasquotank,No
102663887,No,Saturday,Bicyclist Failed to Yield - Midblock,17,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Out - Midblock - Unknown,2009,None - Rural Crash,Robeson,No
102664469,No,Tuesday,Bicyclist Failed to Yield - Signalized Intersection,14,Intersection,August,C: Possible Injury,Bicyclist Failed to Clear - Trapped,2009,Goldsboro,Wayne,No
102664682,No,Sunday,Motorist Overtaking Bicyclist,9,Non-Intersection,August,B: Suspected Minor Injury,Motorist Overtaking - Bicyclist Swerved,2009,None - Rural Crash,Union,No
102664707,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,18,Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2009,Rockingham,Richmond,No
102664834,Yes,Friday,Head-On,22,Non-Intersection,August,A: Suspected Serious Injury,Head-On - Bicyclist,2009,Lumberton,Robeson,No
102664870,No,Monday,Loss of Control / Turning Error,18,Intersection,August,B: Suspected Minor Injury,Bicyclist Lost Control - Mechanical Problems,2009,Charlotte,Mecklenburg,No
102664911,No,Wednesday,Other / Unusual Circumstances,17,Non-Intersection,August,B: Suspected Minor Injury,Motorist Intentionally Caused,2009,None - Rural Crash,Durham,Yes
102665491,No,Saturday,Motorist Left Turn / Merge,8,Non-Intersection,August,B: Suspected Minor Injury,Motorist Left Turn - Same Direction,2009,Pineville,Mecklenburg,No
102665925,No,Sunday,Bicyclist Right Turn / Merge,17,Intersection,August,O: No Injury,Bicyclist Right Turn - Same Direction,2009,None - Rural Crash,Cumberland,No
102665982,No,Tuesday,Crossing Paths - Other Circumstances,17,Intersection,August,C: Possible Injury,Crossing Paths - Intersection - Other / Unknown,2009,Charlotte,Mecklenburg,No
102666188,No,Tuesday,Bicyclist Failed to Yield - Midblock,18,Non-Intersection,September,B: Suspected Minor Injury,Multiple Threat - Midblock,2009,Durham,Durham,No
102666411,No,Sunday,Motorist Overtaking Bicyclist,17,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2009,Greensboro,Guilford,Yes
102666634,No,Wednesday,Bicyclist Overtaking Motorist,20,Intersection-Related,September,C: Possible Injury,Bicyclist Overtaking - Other / Unknown,2009,Durham,Durham,No
102666848,No,Wednesday,Motorist Failed to Yield - Midblock,20,Non-Intersection,August,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2009,Greensboro,Guilford,No
102666868,No,Wednesday,Motorist Failed to Yield - Midblock,20,Non-Intersection,August,C: Possible Injury,Motorist Drive Out - Other Midblock,2009,Greensboro,Guilford,Yes
102667104,No,Monday,Bicyclist Failed to Yield - Midblock,17,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Out - Other Midblock,2009,Wilmington,New Hanover,No
102667131,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,15,Intersection,August,O: No Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,None - Rural Crash,Lenoir,No
102667510,No,Thursday,Motorist Overtaking Bicyclist,16,Non-Intersection,September,B: Suspected Minor Injury,Motorist Overtaking - Bicyclist Swerved,2009,None - Rural Crash,Columbus,No
102667700,No,Saturday,Crossing Paths - Other Circumstances,17,Intersection,September,C: Possible Injury,Crossing Paths - Intersection - Other / Unknown,2009,Oriental,Pamlico,No
102667783,No,Wednesday,Motorist Overtaking Bicyclist,20,Non-Intersection,September,A: Suspected Serious Injury,Motorist Overtaking - Other / Unknown,2009,None - Rural Crash,Richmond,Yes
102667888,No,Sunday,Bicyclist Failed to Yield - Midblock,13,Non-Intersection,September,C: Possible Injury,Bicyclist Ride Out - Midblock - Unknown,2009,Spring Lake,Cumberland,No
102668091,No,Sunday,Motorist Failed to Yield - Signalized Intersection,10,Intersection,August,C: Possible Injury,Motorist Drive Out - Right Turn on Red,2009,Charlotte,Mecklenburg,No
102668203,No,Wednesday,Motorist Overtaking Bicyclist,19,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Bicyclist Swerved,2009,None - Rural Crash,Person,No
102668530,No,Wednesday,Crossing Paths - Other Circumstances,17,Intersection,August,B: Suspected Minor Injury,Sign-Controlled Intersection - Other / Unknown,2009,High Point,Guilford,No
102668597,No,Friday,Head-On,13,Non-Intersection,September,C: Possible Injury,Head-On - Bicyclist,2009,Durham,Durham,No
102668938,No,Wednesday,Motorist Left Turn / Merge,8,Intersection,August,C: Possible Injury,Motorist Left Turn - Opposite Direction,2009,Charlotte,Mecklenburg,No
102669053,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,12,Intersection,August,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Fayetteville,Cumberland,No
102669216,No,Tuesday,Crossing Paths - Other Circumstances,17,Intersection,August,B: Suspected Minor Injury,Crossing Paths - Intersection - Other / Unknown,2009,Huntersville,Mecklenburg,Yes
102669513,Yes,Wednesday,Motorist Overtaking Bicyclist,15,Non-Intersection,August,B: Suspected Minor Injury,Motorist Overtaking - Bicyclist Swerved,2009,Greensboro,Guilford,No
102669932,No,Saturday,Non-Roadway,12,Non-Roadway,August,B: Suspected Minor Injury,Non-Roadway,2009,Selma,Johnston,No
102670102,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,16,Intersection,August,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Charlotte,Mecklenburg,No
102670251,No,Friday,Motorist Right Turn / Merge,13,Non-Intersection,September,C: Possible Injury,Motorist Right Turn - Same Direction,2009,None - Rural Crash,Wake,No
102670310,No,Monday,Loss of Control / Turning Error,18,Intersection,September,C: Possible Injury,Bicyclist Lost Control - Surface Conditions,2009,Durham,Durham,No
102670500,No,Thursday,Crossing Paths - Other Circumstances,21,Intersection,August,O: No Injury,Crossing Paths - Intersection - Other / Unknown,2009,Boiling Springs,Cleveland,No
102670602,No,Wednesday,Motorist Right Turn / Merge,7,Intersection,September,C: Possible Injury,Motorist Right Turn - Same Direction,2009,Chapel Hill,Orange,No
102670635,Yes,Wednesday,Crossing Paths - Other Circumstances,18,Intersection,July,C: Possible Injury,Signalized Intersection - Other / Unknown,2009,Rocky Mount,Nash,No
102670950,No,Tuesday,Bicyclist Left Turn / Merge,16,Intersection-Related,August,C: Possible Injury,Bicyclist Left Turn - Same Direction,2009,None - Rural Crash,Cleveland,No
102671485,No,Sunday,Bicyclist Left Turn / Merge,20,Intersection,September,C: Possible Injury,Bicyclist Left Turn - Same Direction,2009,Weddington,Union,No
102671676,No,Thursday,Bicyclist Failed to Yield - Midblock,16,Non-Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Out - Other Midblock,2009,Apex,Wake,No
102671706,No,Monday,Motorist Left Turn / Merge,15,Intersection,August,C: Possible Injury,Motorist Left Turn - Same Direction,2009,Apex,Wake,No
102671783,No,Saturday,Motorist Right Turn / Merge,11,Non-Intersection,August,C: Possible Injury,Motorist Right Turn - Same Direction,2009,Emerald Isle,Carteret,No
102671796,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,13,Intersection,August,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,2009,Lumberton,Robeson,No
102672614,No,Wednesday,Motorist Failed to Yield - Midblock,11,Non-Intersection,September,C: Possible Injury,Motorist Drive Out - Commercial Driveway / Alley,2009,Charlotte,Mecklenburg,No
102672634,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,14,Intersection,July,B: Suspected Minor Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2009,Rocky Mount,Edgecombe,Yes
102672883,Yes,Monday,Motorist Left Turn / Merge,23,Intersection,September,O: No Injury,Motorist Left Turn - Same Direction,2009,Salisbury,Rowan,No
102672916,No,Saturday,Motorist Overtaking Bicyclist,8,Non-Intersection,September,C: Possible Injury,Motorist Overtaking - Other / Unknown,2009,None - Rural Crash,Wake,No
102672942,No,Tuesday,Crossing Paths - Other Circumstances,20,Intersection,September,O: No Injury,Signalized Intersection - Other / Unknown,2009,Gastonia,Gaston,No
102673106,No,Friday,Non-Roadway,18,Non-Roadway,August,C: Possible Injury,Non-Roadway,2009,None - Rural Crash,Orange,No
102673286,No,Tuesday,Bicyclist Left Turn / Merge,16,Non-Intersection,September,O: No Injury,Bicyclist Left Turn - Same Direction,2009,None - Rural Crash,Wayne,No
102673374,No,Tuesday,Motorist Failed to Yield - Midblock,14,Non-Intersection,September,C: Possible Injury,Motorist Drive Out - Residential Driveway,2009,Wilmington,New Hanover,No
102673656,No,Monday,Motorist Left Turn / Merge,18,Intersection,August,B: Suspected Minor Injury,Motorist Left Turn - Same Direction,2009,Raleigh,Wake,No
102673748,No,Sunday,Motorist Left Turn / Merge,12,Intersection,August,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,2009,Asheville,Buncombe,No
102673806,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,11,Intersection,August,B: Suspected Minor Injury,Bicyclist Ride Through - Sign-Controlled Intersection,2009,Charlotte,Mecklenburg,No
102673811,No,Monday,Motorist Overtaking Bicyclist,6,Non-Intersection,August,C: Possible Injury,Motorist Overtaking - Other / Unknown,2009,Monroe,Union,No
102674118,No,Sunday,Motorist Left Turn / Merge,8,Intersection,September,A: Suspected Serious Injury,Motorist Left Turn - Opposite Direction,2009,Kill Devil Hills,Dare,No
102674172,No,Wednesday,Non-Roadway,18,Non-Roadway,July,C: Possible Injury,Non-Roadway,2009,Greensboro,Guilford,Yes
102674440,No,Saturday,Bicyclist Left Turn / Merge,13,Non-Intersection,August,A: Suspected Serious Injury,Bicyclist Left Turn - Same Direction,2009,None - Rural Crash,Pitt,No
