CrashID,BikeAge,BikeAgeGrp,BikeAlcDrg,BikeAlcFlg,BikeDir,BikeInjury,BikePos,BikeRace,BikeSex,DrvrAge,DrvrAgeGrp,DrvrAlcDrg,DrvrAlcFlg,DrvrInjury,DrvrRace,DrvrSex,DrvrVehTyp
103107371,999,Unknown,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Unknown
103108733,68,60-69,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,61,60-69,No,No,O: No Injury,White,Female,Van
103109806,19,16-19,No,No,Facing Traffic,Unknown Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,60,60-69,No,No,O: No Injury,White,Female,Passenger Car
103110004,54,50-59,"Yes-Alcohol, impairment detected",Yes,With Traffic,O: No Injury,Non-Roadway,Black,Male,27,25-29,No,No,O: No Injury,Black,Female,Passenger Car
103110428,12,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,73,70+,No,No,O: No Injury,White,Female,Passenger Car
103111234,27,25-29,No,No,Not Applicable,B: Suspected Minor Injury,Non-Roadway,White,Male,66,60-69,No,No,O: No Injury,Black,Male,Passenger Car
103111660,44,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,50,50-59,No,No,O: No Injury,White,Male,Pickup
103112135,5,0-5,No,No,Not Applicable,C: Possible Injury,Driveway / Alley,Black,Male,20,20-24,No,No,O: No Injury,Asian,Female,Passenger Car
103112737,47,40-49,No,No,With Traffic,B: Suspected Minor Injury,Unknown,Black,Female,22,20-24,No,No,O: No Injury,Black,Male,Passenger Car
103113859,50,50-59,No,No,Unknown,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,20,20-24,No,No,O: No Injury,Hispanic,Male,Sport Utility
103114449,25,25-29,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,21,20-24,No,No,O: No Injury,White,Female,Sport Utility
103114530,2,0-5,No,No,Not Applicable,C: Possible Injury,Travel Lane,Black,Male,66,60-69,No,No,O: No Injury,Black,Female,Pickup
103114615,48,40-49,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,22,20-24,No,No,B: Suspected Minor Injury,Black,Female,Passenger Car
103114748,22,20-24,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,70,70+,No,No,O: No Injury,White,Female,Pickup
103116393,60,60-69,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,20,20-24,No,No,O: No Injury,Black,Male,Passenger Car
103116477,59,50-59,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103117032,15,15-Nov,No,No,Not Applicable,Unknown Injury,Non-Roadway,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103117361,48,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,18,0-19,No,No,O: No Injury,White,Male,Passenger Car
103118745,36,30-39,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,73,70+,No,No,O: No Injury,Black,Male,Sport Utility
103118894,16,16-19,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Pickup
103119065,7,06-Oct,No,No,With Traffic,C: Possible Injury,Travel Lane,Hispanic,Male,58,50-59,No,No,O: No Injury,White,Female,Passenger Car
103119256,59,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,23,20-24,No,No,O: No Injury,White,Female,Passenger Car
103119414,53,50-59,No,No,With Traffic,C: Possible Injury,Other,Black,Male,64,60-69,No,No,O: No Injury,White,Male,Van
103119462,52,50-59,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103119686,20,20-24,No,No,With Traffic,O: No Injury,Bike Lane / Paved Shoulder,White,Male,27,25-29,No,No,O: No Injury,White,Female,Passenger Car
103119746,16,16-19,No,No,Facing Traffic,O: No Injury,Travel Lane,White,Male,45,40-49,No,No,O: No Injury,White,Female,Sport Utility
103119863,20,20-24,No,No,Unknown,B: Suspected Minor Injury,Travel Lane,Black,Male,22,20-24,No,No,O: No Injury,Black,Female,Passenger Car
103119904,71,70+,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,49,40-49,No,No,O: No Injury,White,Female,Passenger Car
103120265,46,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,41,40-49,No,No,O: No Injury,White,Male,Passenger Car
103120332,15,15-Nov,No,No,With Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,55,50-59,No,No,O: No Injury,Black,Male,Passenger Car
103120440,18,16-19,No,No,Not Applicable,A: Suspected Serious Injury,Travel Lane,Black,Male,29,25-29,No,No,O: No Injury,Black,Female,Passenger Car
103120470,28,25-29,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,46,40-49,No,No,O: No Injury,White,Male,Passenger Car
103120488,14,15-Nov,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Hispanic,Male,999,Unknown,No,No,O: No Injury,White,Male,Sport Utility
103121445,55,50-59,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,45,40-49,No,No,O: No Injury,Hispanic,Male,Passenger Car
103121467,6,06-Oct,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Female,73,70+,No,No,O: No Injury,Black,Female,Passenger Car
103121904,34,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103122105,29,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,54,50-59,No,No,O: No Injury,White,Male,Passenger Car
103122219,15,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Van
103122567,22,20-24,Unknown,Unknown,Facing Traffic,K: Killed,Travel Lane,Hispanic,Male,20,20-24,No,No,O: No Injury,Black,Male,Sport Utility
103122702,31,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Commercial Bus
103123610,60,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,76,70+,No,No,O: No Injury,White,Male,Van
103123747,35,30-39,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,"Light Truck (Mini-Van, Panel)"
103124355,12,15-Nov,No,No,Not Applicable,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,61,60-69,No,No,O: No Injury,White,Female,Passenger Car
103125307,6,06-Oct,No,No,With Traffic,O: No Injury,Travel Lane,Black,Male,51,50-59,No,No,O: No Injury,Black,Female,Passenger Car
103125494,25,25-29,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,81,70+,No,No,O: No Injury,White,Female,Passenger Car
103126377,48,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,39,30-39,No,No,O: No Injury,White,Male,Pickup
103126685,11,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,30,30-39,No,No,O: No Injury,White,Female,Sport Utility
103127255,10,06-Oct,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,23,20-24,No,No,O: No Injury,White,Female,Sport Utility
103127741,20,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,49,40-49,No,No,O: No Injury,White,Female,Passenger Car
103127767,999,Unknown,Missing,Missing,With Traffic,Unknown Injury,Travel Lane,Unknown/Missing,Unknown,66,60-69,No,No,O: No Injury,White,Female,Passenger Car
103128634,12,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,75,70+,No,No,O: No Injury,Native American,Male,Pickup
103129354,31,30-39,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,68,60-69,No,No,O: No Injury,Black,Male,School Bus
103129552,16,16-19,No,No,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103129570,50,50-59,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,44,40-49,No,No,O: No Injury,White,Female,Sport Utility
103129787,61,60-69,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,64,60-69,No,No,O: No Injury,White,Male,Passenger Car
103130015,19,16-19,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,21,20-24,No,No,O: No Injury,White,Female,Sport Utility
103131534,46,40-49,No,No,With Traffic,K: Killed,Travel Lane,White,Male,63,60-69,"Yes-Alcohol and Drugs, impairment suspected",Yes,O: No Injury,White,Male,Passenger Car
103131890,20,20-24,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,Black,Male,41,40-49,No,No,O: No Injury,Black,Female,Sport Utility
103131902,13,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,57,50-59,No,No,O: No Injury,Other,Female,Passenger Car
103132544,25,25-29,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,45,40-49,No,No,O: No Injury,White,Female,Passenger Car
103132671,44,40-49,"Yes-Alcohol, impairment detected",Yes,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,20,20-24,No,No,O: No Injury,White,Male,Passenger Car
103132956,11,15-Nov,No,No,With Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103133130,35,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,33,30-39,No,No,O: No Injury,White,Male,Pickup
103133379,20,20-24,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,50,50-59,No,No,O: No Injury,White,Male,"Single Unit Truck (2-Axle, 6-Tire)"
103133680,45,40-49,"Yes-Alcohol, impairment suspected",Yes,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,49,40-49,No,No,O: No Injury,Hispanic,Female,Sport Utility
103134445,14,15-Nov,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,40,40-49,No,No,O: No Injury,Black,Female,Passenger Car
103134977,37,30-39,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,69,60-69,No,No,O: No Injury,White,Male,Van
103136100,13,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103136456,21,20-24,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,21,20-24,No,No,O: No Injury,Black,Female,Sport Utility
103136479,51,50-59,Unknown,Unknown,Not Applicable,A: Suspected Serious Injury,Bike Lane / Paved Shoulder,Hispanic,Male,26,25-29,No,No,O: No Injury,Black,Female,Passenger Car
103136983,21,20-24,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,Hispanic,Male,66,60-69,Unknown,Unknown,O: No Injury,White,Male,Passenger Car
103137579,4,0-5,No,No,Not Applicable,C: Possible Injury,Driveway / Alley,Black,Male,39,30-39,No,No,O: No Injury,White,Female,Passenger Car
103137922,9,06-Oct,No,No,Not Applicable,B: Suspected Minor Injury,Non-Roadway,Black,Female,50,50-59,No,No,O: No Injury,Black,Male,Passenger Car
103138548,45,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,39,30-39,No,No,O: No Injury,White,Male,Pickup
103138606,53,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,46,40-49,No,No,O: No Injury,Other,Male,Passenger Car
103138684,46,40-49,"Yes-Alcohol, impairment suspected",Yes,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,67,60-69,No,No,O: No Injury,Black,Male,Passenger Car
103138950,26,25-29,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,46,40-49,No,No,O: No Injury,White,Female,Sport Utility
103139246,34,30-39,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,24,20-24,No,No,O: No Injury,Black,Female,Passenger Car
103139469,46,40-49,Unknown,Unknown,With Traffic,C: Possible Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103139652,12,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,32,30-39,No,No,O: No Injury,White,Female,Passenger Car
103139767,44,40-49,"Yes-Alcohol, impairment suspected",Yes,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Unknown
103140080,42,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,20,20-24,No,No,O: No Injury,White,Female,Sport Utility
103140289,41,40-49,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,46,40-49,No,No,O: No Injury,White,Female,Sport Utility
103140313,44,40-49,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,21,20-24,No,No,O: No Injury,Hispanic,Male,Passenger Car
103141440,15,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,32,30-39,No,No,O: No Injury,Black,Female,Van
103141599,18,16-19,No,No,With Traffic,A: Suspected Serious Injury,Bike Lane / Paved Shoulder,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Van
103141615,53,50-59,"Yes-Alcohol, impairment suspected",Yes,With Traffic,C: Possible Injury,Travel Lane,Black,Male,41,40-49,No,No,O: No Injury,White,Female,Passenger Car
103142414,17,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,32,30-39,No,No,O: No Injury,White,Male,Passenger Car
103142901,5,0-5,No,No,Not Applicable,C: Possible Injury,Non-Roadway,White,Male,25,25-29,No,No,O: No Injury,Black,Male,Sport Utility
103143668,47,40-49,"Yes-Alcohol, impairment detected",Yes,With Traffic,Unknown Injury,Sidewalk / Crosswalk / Driveway Crossing,Unknown/Missing,Unknown,27,25-29,"Yes-Alcohol, impairment suspected",Yes,O: No Injury,White,Male,Passenger Car
103144112,19,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Native American,Male,53,50-59,No,No,O: No Injury,White,Male,Passenger Car
103144408,49,40-49,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,21,20-24,No,No,O: No Injury,White,Female,Sport Utility
103144439,23,20-24,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Female,25,25-29,No,No,O: No Injury,Black,Female,Passenger Car
103144724,48,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,26,25-29,No,No,O: No Injury,Black,Male,Passenger Car
103144991,61,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,43,40-49,No,No,O: No Injury,Black,Male,Passenger Car
103145037,21,20-24,No,No,With Traffic,O: No Injury,Bike Lane / Paved Shoulder,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103145101,48,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,17,0-19,No,No,O: No Injury,White,Female,Passenger Car
103145171,30,30-39,No,No,Facing Traffic,Unknown Injury,Travel Lane,White,Male,26,25-29,No,No,O: No Injury,White,Male,Van
103145252,64,60-69,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,30,30-39,No,No,O: No Injury,White,Male,Passenger Car
103145517,44,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,25,25-29,No,No,O: No Injury,White,Female,Van
103145687,54,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,68,60-69,No,No,O: No Injury,White,Female,Van
103145766,60,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,53,50-59,No,No,O: No Injury,Black,Female,Sport Utility
103146218,56,50-59,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,47,40-49,No,No,O: No Injury,White,Male,Sport Utility
103146219,37,30-39,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,38,30-39,No,No,O: No Injury,White,Male,Passenger Car
103146582,71,70+,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,20,20-24,No,No,O: No Injury,White,Female,Sport Utility
103146944,18,16-19,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,22,20-24,No,No,O: No Injury,Black,Male,Passenger Car
103147115,18,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,47,40-49,No,No,O: No Injury,Black,Male,Passenger Car
103147193,16,16-19,No,No,Not Applicable,O: No Injury,Non-Roadway,White,Male,66,60-69,No,No,O: No Injury,White,Male,Van
103147374,21,20-24,Unknown,Unknown,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,43,40-49,No,No,O: No Injury,White,Female,Sport Utility
103147432,45,40-49,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,57,50-59,No,No,O: No Injury,White,Male,Pickup
103147718,44,40-49,No,No,Not Applicable,C: Possible Injury,Travel Lane,Black,Male,36,30-39,No,No,O: No Injury,Black,Male,Passenger Car
103147949,54,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,45,40-49,No,No,O: No Injury,White,Male,Van
103148064,10,06-Oct,No,No,Not Applicable,C: Possible Injury,Travel Lane,Black,Male,21,20-24,No,No,O: No Injury,Black,Female,Passenger Car
103148073,25,25-29,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,24,20-24,No,No,O: No Injury,Black,Female,Passenger Car
103148108,12,15-Nov,No,No,Not Applicable,B: Suspected Minor Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103148409,4,0-5,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,41,40-49,No,No,O: No Injury,Black,Female,Sport Utility
103148713,5,0-5,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103148772,4,0-5,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,34,30-39,No,No,O: No Injury,White,Male,Pickup
103149021,48,40-49,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,43,40-49,No,No,O: No Injury,White,Female,Van
103149522,49,40-49,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Native American,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103149599,37,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,26,25-29,No,No,O: No Injury,White,Female,Passenger Car
103149837,43,40-49,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,67,60-69,No,No,O: No Injury,White,Male,Passenger Car
103150225,49,40-49,Unknown,Unknown,Not Applicable,C: Possible Injury,Non-Roadway,Black,Female,28,25-29,No,No,O: No Injury,Black,Female,Passenger Car
103150234,17,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,22,20-24,No,No,O: No Injury,Black,Female,Passenger Car
103150460,8,06-Oct,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,25,25-29,No,No,O: No Injury,Black,Female,Passenger Car
103150737,19,16-19,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,40,40-49,Unknown,Unknown,O: No Injury,White,Male,Passenger Car
103151294,52,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,48,40-49,No,No,O: No Injury,Black,Female,Sport Utility
103151656,40,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,17,0-19,No,No,O: No Injury,White,Male,Passenger Car
103151995,21,20-24,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,25,25-29,No,No,O: No Injury,White,Female,Sport Utility
103152081,28,25-29,No,No,With Traffic,Unknown Injury,Travel Lane,White,Female,46,40-49,No,No,O: No Injury,White,Male,Sport Utility
103152261,48,40-49,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,60,60-69,No,No,O: No Injury,Black,Male,Pickup
103152545,42,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,33,30-39,No,No,O: No Injury,White,Male,Sport Utility
103152971,17,16-19,No,No,Not Applicable,C: Possible Injury,Non-Roadway,White,Female,43,40-49,No,No,O: No Injury,Native American,Female,Pickup
103153586,41,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,80,70+,No,No,O: No Injury,White,Male,Passenger Car
103153637,65,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,57,50-59,No,No,O: No Injury,Black,Female,Sport Utility
103153842,5,0-5,No,No,Unknown,B: Suspected Minor Injury,Travel Lane,White,Male,33,30-39,No,No,O: No Injury,White,Male,Pickup
103154421,999,Unknown,Missing,Missing,Facing Traffic,Unknown Injury,Sidewalk / Crosswalk / Driveway Crossing,Unknown/Missing,Unknown,66,60-69,No,No,O: No Injury,Black,Female,Passenger Car
103154601,61,60-69,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,77,70+,No,No,O: No Injury,Black,Female,Passenger Car
103154740,3,0-5,No,No,Unknown,C: Possible Injury,Travel Lane,Black,Female,50,50-59,No,No,O: No Injury,Black,Male,Motorcycle
103154948,48,40-49,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,63,60-69,No,No,O: No Injury,Black,Female,Passenger Car
103154951,14,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Female,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103155553,54,50-59,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Hispanic,Male,81,70+,No,No,O: No Injury,Black,Male,Passenger Car
103155607,18,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,44,40-49,No,No,O: No Injury,Black,Male,Passenger Car
103155786,18,16-19,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Hispanic,Male,42,40-49,No,No,O: No Injury,White,Female,Passenger Car
103155822,13,15-Nov,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Asian,Male,22,20-24,No,No,O: No Injury,White,Female,Sport Utility
103156441,26,25-29,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,65,60-69,No,No,O: No Injury,White,Male,Passenger Car
103156779,52,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,Other,Female,57,50-59,No,No,O: No Injury,White,Female,Passenger Car
103156870,50,50-59,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,26,25-29,No,No,O: No Injury,Black,Male,Sport Utility
103156985,7,06-Oct,No,No,With Traffic,C: Possible Injury,Unknown,Black,Female,41,40-49,No,No,O: No Injury,Black,Female,Sport Utility
103157428,64,60-69,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,61,60-69,No,No,O: No Injury,White,Male,Sport Utility
103157840,29,25-29,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,59,50-59,No,No,O: No Injury,Black,Male,Sport Utility
103158839,46,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,60,60-69,No,No,O: No Injury,Black,Female,Passenger Car
103158986,23,20-24,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Taxicab
103159195,8,06-Oct,No,No,Not Applicable,B: Suspected Minor Injury,Travel Lane,Black,Male,19,0-19,No,No,O: No Injury,Black,Male,Passenger Car
103159713,9,06-Oct,No,No,Unknown,B: Suspected Minor Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103159792,34,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,30,30-39,No,No,O: No Injury,White,Female,Passenger Car
103160170,12,15-Nov,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,72,70+,No,No,O: No Injury,White,Female,Passenger Car
103160437,20,20-24,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,49,40-49,No,No,O: No Injury,White,Male,Sport Utility
103160463,54,50-59,No,No,Unknown,A: Suspected Serious Injury,Travel Lane,White,Male,49,40-49,No,No,O: No Injury,White,Female,Van
103160493,28,25-29,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,65,60-69,No,No,O: No Injury,Black,Female,Pickup
103160500,6,06-Oct,No,No,Not Applicable,C: Possible Injury,Unknown,Hispanic,Male,47,40-49,No,No,O: No Injury,Hispanic,Female,Sport Utility
103160505,44,40-49,No,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,32,30-39,No,No,O: No Injury,Black,Male,Pickup
103160511,52,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,33,30-39,No,No,O: No Injury,Black,Female,Passenger Car
103160556,50,50-59,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Hispanic,Female,35,30-39,No,No,O: No Injury,Black,Male,Van
103160737,7,06-Oct,No,No,Not Applicable,C: Possible Injury,Travel Lane,White,Male,58,50-59,No,No,O: No Injury,White,Female,Passenger Car
103160952,26,25-29,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,32,30-39,No,No,O: No Injury,Black,Male,Passenger Car
103161152,73,70+,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,17,0-19,No,No,O: No Injury,White,Male,Pickup
103161334,17,16-19,No,No,Not Applicable,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,33,30-39,No,No,O: No Injury,Black,Male,Passenger Car
103161533,33,30-39,No,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,39,30-39,No,No,O: No Injury,Black,Male,Sport Utility
103162213,14,15-Nov,Unknown,Unknown,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,80,70+,No,No,O: No Injury,White,Male,Pickup
103162456,12,15-Nov,No,No,With Traffic,O: No Injury,Travel Lane,Black,Male,64,60-69,No,No,O: No Injury,Black,Male,Passenger Car
103162617,51,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103162721,13,15-Nov,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,26,25-29,No,No,O: No Injury,Hispanic,Male,Passenger Car
103163209,29,25-29,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Sport Utility
